File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine,WadaSNRMeade,WadaSNRRigal,NistSNRRigal
DCA_se1_ag3_f_01_1,1220,DCA_se1_ag3_f_01,1523.291,1524.0138,0.7228,be a helper,1,0,13.67521844,13.61,29.5
DCA_se1_ag3_f_01_1,1249,DCA_int_03,1556.3163,1562.3862,6.0699,"She live on Seaton Place right? Yes, I used- I used to be up there. No, I can't be talking about this on tape.",2,0,18.75344362,18.66,20.5
DCA_se1_ag3_f_01_1,1320,DCA_se1_ag3_f_01,1654.7889,1658.8699,4.081,"at the age of sixteen, I still had to be in the house by nine.",1,0,18.53727701,18.43,9.25
DCA_se1_ag3_f_01_1,1326,DCA_se1_ag3_f_01,1663.579,1671.3297,7.7507,"I couldn't be out uh, anywhere after dark, whether it was nine o'clock or not, but if I went any place, I had to be in by nine.",2,0,14.65614703,14.58,8.5
DCA_se1_ag3_f_01_1,1332,DCA_se1_ag3_f_01,1676.9881,1681.3774,4.3893,"and, if you went to a party, it's ridiculuous to think you were going to be home by nine.",1,0,16.24423615,16.2,28.5
DCA_se1_ag3_f_01_1,1385,DCA_int_03,1759.6017,1760.802,1.2003,what did you want to be?,1,0,8.597450398,7.82,6.5
DCA_se1_ag3_f_01_1,1402,DCA_se1_ag3_f_01,1779.6476,1782.3055,2.6579,"and be independent, and you know,",1,0,6.347683055,6.26,3.75
DCA_se1_ag3_f_01_1,1406,DCA_se1_ag3_f_01,1785.7502,1791.6988,5.9486,"well when I- I know, when I was smaller, I used to say I'd grow up, and I'm going to be a lady. ",1,0,17.99791444,17.96,29.0
DCA_se1_ag3_f_01_1,1437,DCA_se1_ag3_f_01,1837.4246,1841.1118,3.6872,"wouldn't want to relive my life, and I wouldn't want to be anywhere than what-",1,0,6.936064532,6.91,6.25
DCA_se1_ag3_f_02_1,95,DCA_se1_ag3_f_02,150.9825,160.1736,9.1911,"Right, farther out and then that would cause him not to get caught because they would be looking for him in the closer place, and while they was looking for him in a closer place, then normally they would get back.",1,0,12.7253328,12.66,4.25
DCA_se1_ag3_f_02_1,220,DCA_se1_ag3_f_02,341.6601,343.266,1.6059,"be there, intercept the ball, or",1,0,13.91483236,13.84,5.0
DCA_se1_ag3_f_02_1,277,DCA_se1_ag3_f_02,428.4119,432.3036,3.8917,"and the other man's wife found out where they were gonna be, so she called",1,0,11.96313793,11.94,4.5
DCA_se1_ag3_f_02_1,523,DCA_se1_ag3_f_02,777.7724,779.9976,2.2252,"You know, rather than for mine to be out there on the street.",1,0,10.45701459,10.41,21.25
DCA_se1_ag3_f_02_1,712,DCA_se1_ag3_f_02,1077.5253,1078.6963,1.171,be a nice person.,1,0,13.60950685,13.52,19.25
DCA_se1_ag3_f_02_1,755,DCA_se1_ag3_f_02,1147.9505,1154.3314,6.3809,a teacher for punishing a child because I think that is the only way they- you- that you are going to be able to get along with them.,1,0,11.74806766,11.7,5.0
DCA_se1_ag3_f_02_1,757,DCA_se1_ag3_f_02,1154.809,1157.2162,2.4072,"You know, and be able to teach them anything.",1,0,16.2096212,16.16,26.5
DCA_se1_ag3_f_02_1,832,DCA_se1_ag3_f_02,1276.0271,1278.9927,2.9656,But if I did it would be after I came home cause normally,1,0,8.684053543,8.65,5.0
DCA_se1_ag3_f_02_1,850,DCA_se1_ag3_f_02,1306.3542,1309.9566,3.6024,Well usually there would always be two or three that were trouble makers.,1,0,13.03291522,13.01,4.25
DCA_se1_ag3_f_02_1,872,DCA_se1_ag3_f_02,1338.8076,1342.0507,3.2431,Go back through school and be a nurse. ,1,0,14.33651719,14.31,19.75
DCA_se1_ag3_f_02_1,875,DCA_se1_ag3_f_02,1346.3752,1348.0443,1.6691,It's what I'd still like to be.,1,0,20.10156688,20.01,23.75
DCA_se1_ag3_f_02_1,938,DCA_se1_ag3_f_02,1427.2672,1430.8949,3.6277,"So, it's not really as bad, you know, as it would be otherwise.",1,0,10.53147181,10.44,3.5
DCA_se1_ag3_f_02_1,942,DCA_se1_ag3_f_02,1434.174,1439.1173,4.9433,"if I could get out and go to work, it would still be a hinderance to me because the kids will be going back to school,",2,0,13.06681105,13.0,4.0
DCA_se1_ag3_f_02_1,956,DCA_se1_ag3_f_02,1459.4661,1461.9673,2.5012,First thing would be to buy my children some clothes,1,0,13.59770139,13.57,3.5
DCA_se1_ag3_f_02_1,968,DCA_se1_ag3_f_02,1478.1246,1480.3425,2.2179,"for something else but I think the main thing would be,",1,0,11.5034723,11.48,2.75
DCA_se1_ag3_f_02_1,970,DCA_se1_ag3_f_02,1480.6271,1483.2706,2.6435,"after getting the children straightened out for school, would be to",1,0,14.48026511,14.45,7.5
DCA_se1_ag3_f_02_1,1114,DCA_se1_ag3_f_02,1709.0846,1712.9631,3.8785,the circumstances made me feel like I really wanted to be dead,1,0,12.32547502,12.28,7.0
DCA_se1_ag3_m_01_1,70,DCA_se1_ag3_m_01,52.377,54.7662,2.3892,sometime it would be at least twelve or,1,0,6.626043227,6.6,4.25
DCA_se1_ag3_m_01_1,97,DCA_se1_ag3_m_01,86.5753,87.7325,1.1572,that would be the one that,1,0,3.571473563,3.53,3.75
DCA_se1_ag3_m_01_1,99,DCA_se1_ag3_m_01,88.0268,88.5704,0.5436,would be,1,0,3.135746666,3.04,4.5
DCA_se1_ag3_m_01_1,107,DCA_se1_ag3_m_01,91.4036,92.067,0.6634,have to be,1,0,5.657327583,5.57,3.25
DCA_se1_ag3_m_01_1,113,DCA_se1_ag3_m_01,97.3467,98.9065,1.5598,Well then they would be it.,1,0,9.177159327,9.11,15.25
DCA_se1_ag3_m_01_1,135,DCA_se1_ag3_m_01,124.3499,125.4972,1.1473,"or, sometimes it'd be",1,0,5.748119437,5.71,3.75
DCA_se1_ag3_m_01_1,149,DCA_se1_ag3_m_01,137.7146,138.3132,0.5986,would be it.,1,0,7.651927264,7.6,6.75
DCA_se1_ag3_m_01_1,159,DCA_se1_ag3_m_01,142.101,143.8069,1.7059,he would be it. It just keeps on til it,1,0,9.241083106,9.21,4.0
DCA_se1_ag3_m_01_1,163,DCA_se1_ag3_m_01,146.471,149.7419,3.2709,"and the group would be finished, you know. And then they organize again, you know.",1,0,2.514103082,2.46,3.25
DCA_se1_ag3_m_01_1,241,DCA_se1_ag3_m_01,243.4076,246.0014,2.5938,"Well to be frank with you, it's more like uh,",1,0,8.189860921,8.15,3.25
DCA_se1_ag3_m_01_1,419,DCA_se1_ag3_m_01,444.191,445.6475,1.4565,"to be discrete, I say",1,0,6.325657912,6.27,9.0
DCA_se1_ag3_m_01_1,634,DCA_se1_ag3_m_01,656.7201,658.9706,2.2505,if you wasn't over 18 you couldn't be-,1,0,5.27082852,5.23,4.5
DCA_se1_ag3_m_01_1,636,DCA_se1_ag3_m_01,659.7887,661.4097,1.621,"be admitted, you know, but",1,0,2.558650636,2.51,4.75
DCA_se1_ag3_m_01_1,1416,DCA_se1_ag3_m_01,1494.3091,1496.143,1.8339,"he was supposed to be the biggest general,",1,0,11.77927791,11.74,11.25
DCA_se1_ag3_m_01_1,1567,DCA_se1_ag3_m_01,1690.1508,1691.6497,1.4989,they just not like they used to be.,1,0,5.481011397,5.43,2.5
DCA_se1_ag3_m_01_1,1777,DCA_se1_ag3_m_01,1952.3707,1954.095,1.7243,more or less had to be accepted.,1,0,7.473954904,7.42,4.25
DCA_se1_ag3_m_01_1,1797,DCA_se1_ag3_m_01,1973.2611,1976.2887,3.0276,"just be together all the time. I don't know where, what it was.",1,0,7.497044046,7.47,7.5
DCA_se1_ag3_m_01_1,1866,DCA_se1_ag3_m_01,2047.5944,2051.7086,4.1142,"whatever di- they didn't have to be with you, but if they came up and spoke, you know we spoke",1,0,9.209370851,9.18,7.25
DCA_se1_ag4_m_01_1,37,DCA_se1_ag4_m_01,61.4084,63.2665,1.8581,"it'd be some more kids to catch the ball,",1,0,17.54294256,17.46,13.0
DCA_se1_ag4_m_01_1,395,DCA_se1_ag4_m_01,644.7674,647.5322,2.7648,did all the farm work that was necessary to be did.,1,0,21.0692503,20.98,24.25
DCA_se1_ag4_m_01_1,492,DCA_se1_ag4_m_01,811.3504,813.0135,1.6631,what I always wanted to be,1,0,14.78757945,14.77,5.25
DCA_se1_ag4_m_01_1,497,DCA_se1_ag4_m_01,821.7167,823.983,2.2663,medicine. That's what I always wanted to be.,1,0,15.2346555,15.19,13.5
DCA_se1_ag4_m_02_1,147,DCA_se1_ag4_m_02,164.4888,166.1355,1.6467,"all, like three be buddies.",1,0,14.18336819,14.1,5.75
DCA_se1_ag4_m_02_1,241,DCA_se1_ag4_m_02,264.0912,265.7815,1.6903,"I gotta be Miss So and So and So's son,",1,0,13.41457277,13.36,4.25
DCA_se1_ag4_m_02_1,453,DCA_se1_ag4_m_02,543.4742,545.1477,1.6735,Well like you- likely to be a lot,1,0,9.479890714,9.41,6.25
DCA_se1_ag4_m_02_1,513,DCA_se1_ag4_m_02,611.2221,613.6422,2.4201,cause it would be- where I was living back then-,1,0,11.96575708,11.86,11.75
DCA_se1_ag4_m_02_1,683,DCA_se1_ag4_m_02,827.7934,830.2554,2.462,Cause I had to be Miss So and So and So and So and So. Oh you had to,1,0,9.997907874,9.95,5.0
DCA_se1_ag4_m_02_1,687,DCA_se1_ag4_m_02,834.0743,837.0901,3.0158,You know you gotta be a doctor's son or doctor's daughter or what not.,1,0,8.992173413,8.91,4.0
DCA_se1_ag4_m_02_1,704,DCA_se1_ag4_m_02,859.971,861.5937,1.6227,"I'll tell you some of the things, but it may be back-",1,0,9.256511109,9.17,5.0
DCA_se1_ag4_m_02_1,856,DCA_se1_ag4_m_02,1046.6901,1047.2912,0.6011,Used to be a,1,0,14.68399543,14.55,29.25
DCA_se1_ag4_m_02_1,875,DCA_se1_ag4_m_02,1067.4955,1069.9423,2.4468,And we danced together. After I got to be a young man.,1,0,10.16027491,10.12,6.5
DCA_se1_ag4_m_02_1,1002,DCA_se1_ag4_m_02,1216.4355,1219.6612,3.2257,"they got to be rid of them, bald heads you know. ",1,0,8.362311502,8.34,5.0
DCA_se1_ag4_m_02_1,1027,DCA_se1_ag4_m_02,1249.9447,1251.6682,1.7235,"Yeah I used to be a hundered and ninety eight pounds, man.",1,0,6.689337354,6.64,6.75
DCA_se1_ag4_m_02_1,1087,DCA_se1_ag4_m_02,1328.0473,1328.5685,0.5212,sposta be?,1,0,10.68583099,10.6,2.75
DCA_se1_ag4_m_02_1,1121,DCA_se1_ag4_m_02,1365.8441,1367.7795,1.9354,"by myself all the time, I don't be with nobody.",1,0,10.33750773,10.27,6.0
DCA_se1_ag4_m_02_1,1171,DCA_se1_ag4_m_02,1427.8186,1430.75,2.9314,"See I ain't gon- I say before I die, want to be a preacher.",1,0,8.565793441,8.48,3.75
DCA_se1_ag4_m_02_1,1186,DCA_se1_ag4_m_02,1457.2126,1459.8665,2.6539,I say- cause I say I want to be a preacher before I die.,1,0,8.470597324,8.41,4.75
DCA_se1_ag4_m_02_1,1188,DCA_se1_ag4_m_02,1460.0766,1460.75,0.6734,I want to be it.,1,0,5.782826266,5.69,6.75
DCA_se1_ag4_m_02_1,1190,DCA_se1_ag4_m_02,1461.155,1462.543,1.388,"But if I get to be a preacher,",1,0,9.354887843,9.31,29.0
DCA_se1_ag4_m_02_1,1268,DCA_se1_ag4_m_02,1554.2585,1555.8745,1.616,be looking for him. You know.,1,0,13.49251332,13.4,6.0
DCA_se1_ag4_m_02_1,1297,DCA_se1_ag4_m_02,1596.1412,1597.9007,1.7595,sitting here. I'd be owning the whole building.,1,0,8.697768521,8.67,21.25
DCA_se1_ag4_m_02_1,1299,DCA_se1_ag4_m_02,1599.6975,1603.1529,3.4554,"Cause I supposed to be in business for myself, but I just messed up- then I was an entertainer.",1,0,9.521095515,9.47,5.0
DCA_se1_ag4_m_02_1,1412,DCA_se1_ag4_m_02,1748.0782,1750.9796,2.9014,"But I mean then he was, sort of like you would be, you know, ordinary coming up.",1,0,10.88742446,10.85,19.75
DCA_se1_ag4_m_02_1,1482,DCA_se1_ag4_m_02,1819.0714,1823.8202,4.7488," you might think I'm crazy in there, you know, cause I be humming to myself.",1,1,10.81763038,10.76,10.75
DCA_se1_ag4_m_02_1,1827,DCA_se1_ag4_m_02,2252.9399,2254.587,1.6471,be to a meeting or what not you know just.,1,0,7.45088002,7.42,5.0
DCA_se2_ag1_f_01_1,98,DCA_se2_ag1_f_01,107.6818,110.4364,2.7546,"Like when somebody's mother sick we be on the front porch,",1,1,14.09020191,13.96,18.0
DCA_se2_ag1_f_01_1,122,DCA_se2_ag1_f_01,147.4949,149.3041,1.8092,"One person have to be a witch,",1,0,12.28360025,12.16,4.0
DCA_se2_ag1_f_01_1,132,DCA_se2_ag1_f_01,156.1014,157.3499,1.2485,and then it gotta be a lot of,1,0,10.67607073,10.58,24.25
DCA_se2_ag1_f_01_1,173,DCA_se2_ag1_f_01,189.2198,190.572,1.3522,"uh, you gotta be the witch.",1,0,14.0254143,13.89,4.75
DCA_se2_ag1_f_01_1,189,DCA_se2_ag1_f_01,205.0942,206.0967,1.0025,got to be the witch.,1,0,14.45641737,14.2,21.25
DCA_se2_ag1_f_01_1,248,DCA_se2_ag1_f_01,268.9971,269.9856,0.9885,gotta be the one that,1,0,9.118981467,9.05,4.75
DCA_se2_ag1_f_01_1,865,DCA_se2_ag1_f_01,864.6419,867.4257,2.7838,"RD-NAME-2, RD-NAME-3, she used to be my brest-",1,0,5.008931302,4.91,15.25
DCA_se2_ag1_f_01_1,997,DCA_se2_ag1_f_01,1017.1366,1017.85,0.7134,Be nice to her?,1,0,3.660113959,3.51,8.0
DCA_se2_ag1_f_01_1,1255,DCA_se2_ag1_f_01,1281.5795,1283.1836,1.6041,well sometime I wanna be,1,0,10.43578044,10.36,4.5
DCA_se2_ag1_f_01_1,1300,DCA_se2_ag1_f_01,1321.0709,1323.1739,2.103,and she said that she gonna be a nurse,1,0,9.276950317,9.21,6.25
DCA_se2_ag1_f_01_1,1337,DCA_se2_ag1_f_01,1357.5931,1360.0039,2.4108,can pass her up to be fifteen or fourteen.,1,0,15.57880494,15.47,22.25
DCA_se2_ag1_f_02_1,144,DCA_se2_ag1_f_02,142.4587,146.3756,3.9169,"And if you out, everybody be jumping, be all happy so you don't be it.",3,3,10.72400966,10.53,4.75
DCA_se2_ag1_f_02_1,471,DCA_se2_ag1_f_02,447.8118,450.4778,2.666,"she's nice. And if you be nice to her, she'll be nice to you.",2,0,9.327678491,9.26,24.25
DCA_se2_ag1_f_02_1,483,DCA_se2_ag1_f_02,464.4595,469.8953,5.4358,"And she was nice, and- and- and if you be nice to her and do good work, and go home and study instead of going outside- running outside,",1,0,7.911182166,7.76,21.25
DCA_se2_ag1_f_02_1,714,DCA_se2_ag1_f_02,703.7601,706.1568,2.3967,"If you know how to act, and you be their friend, they'll be your.",2,0,5.193290867,5.13,7.25
DCA_se2_ag1_f_02_1,899,DCA_se2_ag1_f_02,889.52,890.8991,1.3791,"I mean, you don't have to be you know,",1,0,6.440244181,6.33,5.0
DCA_se2_ag1_f_02_1,901,DCA_se2_ag1_f_02,891.3234,892.8295,1.5061,"all- You don't have to be all white,",1,0,2.303732741,2.18,5.75
DCA_se2_ag1_f_02_1,1224,DCA_se2_ag1_f_02,1199.2615,1202.3246,3.0631,"Well it may sound stupid, but I w- I'd wanna be an actress.",1,0,15.35026477,15.14,24.25
DCA_se2_ag1_f_02_1,1240,DCA_se2_ag1_f_02,1212.9635,1215.2483,2.2848,I told her I wanted to be a actress in dancing.,1,0,12.5366667,12.47,24.5
DCA_se2_ag1_f_02_1,1411,DCA_se2_ag1_f_02,1403.6887,1405.45,1.7613,the lead of My Baby Must be a Magician.,1,0,8.40250154,8.2,8.5
DCA_se2_ag1_f_02_1,1476,DCA_int_03,1456.9473,1460.9936,4.0463,"Um, were you ever in a situation where you thought you might die or you might be killed?",1,0,2.788894276,2.19,6.0
DCA_se2_ag1_f_02_1,1511,DCA_se2_ag1_f_02,1496.6765,1497.7396,1.0631,gonna be a goner.,1,0,11.13728484,11.05,13.0
DCA_se2_ag1_f_02_1,1557,DCA_se2_ag1_f_02,1559.7214,1561.5201,1.7987,"I- I wouldn't wanna be warned or nothing cause,",1,0,5.965808661,5.88,5.5
DCA_se2_ag1_f_02_1,1563,DCA_se2_ag1_f_02,1564.9287,1565.7214,0.7927,That's all I'll be doing.,1,0,7.840917147,7.78,13.25
DCA_se2_ag1_f_02_1,1565,DCA_se2_ag1_f_02,1566.0431,1567.9957,1.9526,I mean I be nervous- I be a nervous wreck!,2,2,-3.723654878,-3.79,5.75
DCA_se2_ag1_f_02_1,1570,DCA_int_03,1572.7507,1574.2195,1.4688,"You'd never be able to get through it, huh?",1,0,4.847167618,4.31,7.5
DCA_se2_ag1_f_03_1,75,DCA_se2_ag1_f_03,97.3072,98.7379,1.4307,It be two captains,1,1,13.84162299,13.73,17.75
DCA_se2_ag1_f_03_1,83,DCA_se2_ag1_f_03,102.8373,105.0263,2.189,and whoever they say they want they have to be on their side.,1,0,12.96389275,12.8,12.25
DCA_se2_ag1_f_03_1,89,DCA_se2_ag1_f_03,110.9075,113.4567,2.5492,The big children let the smaller children be the captain.,1,0,15.60121216,15.33,17.0
DCA_se2_ag1_f_03_1,103,DCA_se2_ag1_f_03,127.0746,128.5833,1.5087,"See, it be some um-",1,0,10.01585782,9.94,3.5
DCA_se2_ag1_f_03_1,172,DCA_se2_ag1_f_03,208.1933,209.3458,1.1525,"It be two teams,",1,1,6.460211291,6.29,2.25
DCA_se2_ag1_f_03_1,174,DCA_se2_ag1_f_03,209.5699,210.5072,0.9373,and there be a net.,1,1,6.500607631,6.34,6.75
DCA_se2_ag1_f_03_1,206,DCA_se2_ag1_f_03,240.7888,241.1822,0.3934,It be,1,0,10.7428339,10.57,14.0
DCA_se2_ag1_f_03_1,220,DCA_se2_ag1_f_03,258.2331,258.6613,0.4282,It be,1,0,3.399344196,3.3,2.75
DCA_se2_ag1_f_03_1,236,DCA_se2_ag1_f_03,271.2879,272.8446,1.5567,"it be, rock in the block.",1,1,13.45851549,13.31,5.5
DCA_se2_ag1_f_03_1,246,DCA_se2_ag1_f_03,279.2408,280.0252,0.7844,and if it be,1,0,9.587510039,9.48,4.0
DCA_se2_ag1_f_03_1,614,DCA_se2_ag1_f_03,702.5426,705.3662,2.8236,come back in and then you know it be all happy and stuff.,1,0,11.77023668,11.66,20.0
DCA_se2_ag1_f_03_1,1037,DCA_int_03,1111.4809,1112.8571,1.3762,"Oh that should be good, shouldn't it?",1,0,9.478800431,9.12,13.25
DCA_se2_ag1_f_03_1,1553,DCA_se2_ag1_f_03,1575.725,1578.6226,2.8976,"and then you know they tried- they tried to be civilized people again,",1,0,14.29107646,14.2,9.0
DCA_se2_ag1_f_03_1,1644,DCA_se2_ag1_f_03,1686.8415,1688.7092,1.8677,Cause in the day I be over to church.,1,1,11.75984521,11.57,17.0
DCA_se2_ag1_f_03_1,1745,DCA_se2_ag1_f_03,1799.05,1800.0825,1.0325,You know she had to be the-,1,0,11.33403747,11.22,6.25
DCA_se2_ag1_f_03_1,1761,DCA_se2_ag1_f_03,1815.4596,1816.5617,1.1021,"You know she be the um,",1,1,7.994249382,7.92,4.5
DCA_se2_ag1_f_03_1,1825,DCA_int_03,1884.2718,1886.6505,2.3787,Well what would they have to do or- or be,1,0,9.970419095,9.76,8.5
DCA_se2_ag1_f_03_1,1827,DCA_int_03,1887.136,1888.4926,1.3566,in order to be in your-,1,0,4.523275971,3.82,5.5
DCA_se2_ag1_f_03_1,1838,DCA_se2_ag1_f_03,1899.0205,1900.5412,1.5207,"you know, if you wanna be in it,",1,0,8.301408052,8.24,5.25
DCA_se2_ag1_f_03_1,1867,DCA_int_03,1933.098,1935.3212,2.2232,what do you think you'd like to be when you finish school?,1,0,18.76161997,18.49,18.75
DCA_se2_ag1_f_03_1,1872,DCA_se2_ag1_f_03,1940.4993,1944.9807,4.4814,My cousins they want me to be in a singer group with 'em but I don't wanna sing in a group.,1,0,12.79953217,12.66,8.25
DCA_se2_ag1_f_03_1,1879,DCA_int_03,1951.5043,1953.73,2.2257,What do you think you have to do in order to be a singer?,1,0,8.327717456,8.03,4.75
DCA_se2_ag1_f_03_1,1962,DCA_se2_ag1_f_03,2049.3733,2052.0239,2.6506,And I be saying I'll be glad when I get there.,2,1,14.29812961,14.17,22.0
DCA_se2_ag1_f_04_1,100,DCA_se2_ag1_f_04,142.2353,143.5782,1.3429,and the last person to be-,1,0,11.07895898,11.02,17.75
DCA_se2_ag1_f_04_1,102,DCA_se2_ag1_f_04,143.8126,147.0046,3.192,"feet that bes in the circle, they'll be it. So they go hide",1,0,8.421101704,8.33,16.25
DCA_se2_ag1_f_04_1,132,DCA_se2_ag1_f_04,184.6308,187.2318,2.601,"um- Like one person be polar bear,",1,1,11.39555514,11.33,19.25
DCA_se2_ag1_f_04_1,648,DCA_se2_ag1_f_04,890.117,892.6089,2.4919,"first of all, this year she like her children to be neat,",1,0,11.54265492,11.41,20.25
DCA_se2_ag1_f_05_1,24,DCA_se2_ag1_f_05,23.7379,25.3921,1.6542,"Um, one person be it,",1,1,7.311983499,7.23,6.0
DCA_se2_ag1_f_05_1,134,DCA_se2_ag1_f_05,169.2151,173.2355,4.0204,"it b- It about- It's about be- It's about this witch that married this mortal,",1,0,10.62165577,10.53,24.25
DCA_se2_ag1_f_05_1,376,DCA_se2_ag1_f_05,449.1514,450.0794,0.928,and be playing around,1,0,8.245913848,8.1,3.0
DCA_se2_ag1_f_05_1,390,DCA_se2_ag1_f_05,467.1102,469.4229,2.3127,"Or if the boys be out, then we be talking to them.",2,1,6.176311133,6.13,8.5
DCA_se2_ag1_f_05_1,428,DCA_se2_ag1_f_05,510.1081,513.5343,3.4262,"or he be doing something, instead of talking to another boy while he ain't there.",1,1,10.49059649,10.39,21.5
DCA_se2_ag1_f_05_1,457,DCA_se2_ag1_f_05,538.5733,541.2027,2.6294,well you be- I'll be back. Well you be out here at,3,0,8.021616463,7.94,5.0
DCA_se2_ag1_f_05_1,484,DCA_se2_ag1_f_05,593.0228,596.628,3.6052,She couldn't handle the class. She just wasn't made to be- She wasn't fit-,1,0,11.82708901,11.75,26.5
DCA_se2_ag1_f_05_1,488,DCA_se2_ag1_f_05,598.2195,600.4377,2.2182,she wasn't fit to be a teacher. She was soft,1,0,17.53040763,17.45,23.25
DCA_se2_ag1_f_05_1,569,DCA_se2_ag1_f_05,700.6875,704.3426,3.6551,"And she get mad cause if it be a lot of children in the hall, she ask us do we know 'em?",1,0,6.922134564,6.83,3.75
DCA_se2_ag1_f_05_1,603,DCA_se2_ag1_f_05,741.2484,743.1278,1.8794,"Well I usually be with RD-NAME-2,",1,1,-20.0,-20.0,4.0
DCA_se2_ag1_f_05_1,619,DCA_se2_ag1_f_05,760.1099,764.3994,4.2895,"RD-NAME-2 upstairs, and um, the little one upstairs. She be with us all the time.",1,1,11.7522795,11.55,22.25
DCA_se2_ag1_f_05_1,623,DCA_se2_ag1_f_05,768.8385,771.1626,2.3241,"Yeah, she's so little, and to be eleven!",1,0,10.82426261,10.75,24.25
DCA_se2_ag1_f_05_1,633,DCA_se2_ag1_f_05,790.3822,792.5964,2.2142,"like we- If we take Spanish in school, we be-",1,0,10.24084981,10.13,3.75
DCA_se2_ag1_f_05_1,682,DCA_se2_ag1_f_05,867.8886,869.4637,1.5751,Be a airline stewardess. ,1,0,5.519325266,5.41,9.5
DCA_se2_ag1_f_05_1,744,DCA_se2_ag1_f_05,957.8559,960.4242,2.5683,Mm-mm.  The children be screaming and hollering.,1,1,9.625665352,9.54,9.0
DCA_se2_ag1_f_05_1,1047,DCA_se2_ag1_f_05,1339.0076,1341.1974,2.1898,So I said I'll be thankful for what I got.,1,0,14.72226309,14.56,25.25
DCA_se2_ag1_f_05_1,1074,DCA_se2_ag1_f_05,1379.9103,1381.5008,1.5905,be curious to see if it's gonna break.,1,0,11.42918193,11.35,22.75
DCA_se2_ag1_f_05_1,1097,DCA_se2_ag1_f_05,1414.606,1418.0983,3.4923,"I couldn't say nothing, I'll be bubbling.  ",1,0,19.23370066,19.06,20.5
DCA_se2_ag1_f_06_1,309,DCA_int_06,412.4936,414.7021,2.2085,what do you want to be when you finish school?,1,0,5.861856077,5.81,5.25
DCA_se2_ag1_f_06_1,434,DCA_int_06,547.7349,551.1329,3.398,were you ever in a situation where you thought you might be killed or die?,1,0,3.372034489,3.33,7.25
DCA_se2_ag1_f_07_1,624,misc,779.3722,786.5398,7.1676,"At the end of the picture, she was standing on um, she was supposed to be going home, and um, so she thought she was better than anybody.",1,0,6.763826615,5.03,4.75
DCA_se2_ag1_f_07_1,651,DCA_se2_ag1_f_07,823.2735,824.5278,1.2543,She wanted to be just,1,0,22.5780823,22.4,31.0
DCA_se2_ag1_f_07_1,653,DCA_se2_ag1_f_07,824.8635,827.7312,2.8677,real- Jean. She wanted to be a move star. She-,1,0,17.18758216,17.09,25.75
DCA_se2_ag1_f_07_1,836,DCA_se2_ag1_f_07,1045.0963,1050.9191,5.8228,"Oh, kids are so rowdy, you know. She be trying to- She has a little soft voice- She be trying to keep 'em quiet. She-",2,2,21.98089712,21.69,24.5
DCA_se2_ag1_f_07_1,840,DCA_se2_ag1_f_07,1052.9288,1056.5752,3.6464,"And they just be hollering- She be hollering over there, and they be hollering over her.",3,3,11.95344806,11.82,12.25
DCA_se2_ag1_f_07_1,909,DCA_se2_ag1_f_07,1151.4141,1155.1293,3.7152,"you know. When you're young, you want someone to be kind to you and give you-",1,0,14.51815247,14.3,13.5
DCA_se2_ag1_f_07_1,998,DCA_se2_ag1_f_07,1303.3108,1305.01,1.6992,Not in the group I be in. No.,1,1,11.10668088,10.68,15.5
DCA_se2_ag1_f_07_1,1031,DCA_se2_ag1_f_07,1351.9869,1354.78,2.7931,"my associates that I be with, they don't live on my street.",1,1,17.93412409,17.79,15.25
DCA_se2_ag1_f_07_1,1055,DCA_se2_ag1_f_07,1384.2717,1385.4374,1.1657,I wanna be a social worker.,1,0,16.38361181,16.23,27.0
DCA_se2_ag1_f_07_1,1321,DCA_se2_ag1_f_07,1757.125,1759.7059,2.5809,Ah! Well you know sometimes I wouldn't be able to say that because,1,0,15.42899145,15.29,21.75
DCA_se2_ag1_f_07_1,1323,DCA_se2_ag1_f_07,1759.8351,1761.3018,1.4667,i- you can be home,1,0,21.03934589,20.79,27.75
DCA_se2_ag1_m_01_1,93,DCA_se2_ag1_m_01,98.8517,99.9055,1.0538,Or you be playing three.,1,1,0.410098386,0.31,5.75
DCA_se2_ag1_m_01_1,130,DCA_se2_ag1_m_01,137.8908,141.3546,3.4638,"Then they'll be it, and you have to- Then they have to catch you or- or catch somebody else.",1,0,1.374065979,1.28,4.5
DCA_se2_ag1_m_01_1,138,DCA_se2_ag1_m_01,150.3617,152.1383,1.7766,"until the last person, and then he'd be it.",1,0,2.226660235,2.12,5.5
DCA_se2_ag1_m_01_1,222,DCA_se2_ag1_m_01,237.7889,239.2613,1.4724,base you running to and you can be out.,1,0,1.868600907,1.81,6.0
DCA_se2_ag1_m_01_1,337,DCA_se2_ag1_m_01,364.7623,366.3477,1.5854,"you know, something that can't be, you know-",1,0,0.342375788,0.21,4.0
DCA_se2_ag1_m_01_1,338,DCA_se2_ag1_m_01,366.8933,368.4134,1.5201,"It's took, and it had to be stolen.",1,0,3.248144346,3.19,5.75
DCA_se2_ag1_m_01_1,1112,DCA_se2_ag1_m_01,1222.8703,1223.7703,0.9,be just as rough.,1,0,5.547656994,5.49,7.5
DCA_se2_ag1_m_01_1,1263,DCA_se2_ag1_m_01,1385.3477,1386.4295,1.0818,"be around people, you know.",1,0,6.812975445,6.74,4.75
