File,Line,Speaker,UttStartTime,UttEndTime,UttLength,Content,InstancesCountPerLine,FeatureCountPerLine
DCB_se2_ag2_m_01_1,1561,DCB_int_01,2057.8328,2061.0223,3.1895,"Have you done any of the other stuff? Like the monuments,",1,0
DCB_se2_ag2_m_01_1,2153,DCB_int_01,2809.741,2810.1507,0.4097,You're done?,1,0
DCB_se2_ag3_f_01_1,1081,DCB_se2_ag3_f_01,1481.5271,1486.0357,4.5086,"coming from the neighborhood that I came from, joining the military, that's just what I've always done was give back.",1,0
DCB_se2_ag3_f_01_1,1225,DCB_se2_ag3_f_01,1685.2235,1689.461,4.2375,they recognized the things that I had done in the past which is why they offered me the position.,1,0
DCB_se2_ag3_f_02_1,1030,DCB_se2_ag3_f_02,1720.7837,1727.8981,7.1144,That is the way that it is done. People that don't understand economics fall to the bottom of the list.,1,0
DCB_se2_ag3_f_02_1,1160,DCB_se2_ag3_f_02,1887.9262,1895.2575,7.3313,"Cause she aksed me and I was like, you know what, I don't know anything about that, I'm gonna let you talk to, uh, your gran- your great-grandmother over there cause she's done it",1,0
DCB_se2_ag3_f_02_1,1348,DCB_se2_ag3_f_02,2125.3189,2126.827,1.5081,"You know, what's done is done.",2,0
DCB_se2_ag3_f_02_1,2131,DCB_se2_ag3_f_02,3232.4862,3239.8441,7.3579,"And matter of fact I've done a couple weddings where the caterer has been a diva, but in this particular case, the- the caterer was like, really, really upsetting.",1,0
DCB_se2_ag3_m_01_1,1547,DCB_int_01,1865.1608,1869.7663,4.6055,"listens. And she said you could have said everything else under the sun but when you said that, it was done.",1,0
DCB_se2_ag3_m_01_1,2997,DCB_se2_ag3_m_01,3723.7392,3726.1453,2.4061,"done all sorts of stuff all over the place, but",1,0
DCB_se2_ag3_m_01_1,3732,DCB_se2_ag3_m_01,4661.5744,4665.4269,3.8525,because listening is not just done with your- You have to listen with your whole body.,1,0
DCB_se2_ag3_m_02_1,1633,DCB_se2_ag3_m_02,1388.8162,1390.9865,2.1703,"Just was done. I was like, I'm fucking through with this shit.",1,0
DCB_se2_ag4_f_01_1,80,DCB_int_01,96.9134,97.9579,1.0445,done everything-,1,0
DCB_se2_ag4_f_01_1,1178,DCB_se2_ag4_f_01,1471.6535,1473.7145,2.061,"Well, so I done survived, and I got 'em through s-",1,1
DCB_se2_ag4_f_01_1,2543,DCB_se2_ag4_f_01,3200.1825,3205.4504,5.2679,"they have um, done- They've done a documentary on hand dancing in DC and the cultural of it.",2,0
DCB_se2_ag4_f_01_1,2627,DCB_se2_ag4_f_01,3296.341,3300.4712,4.1302,"You get close, but it's su- It's done in such a way that it's very",1,0
DCB_se2_ag4_f_01_1,2870,DCB_int_01,3573.0508,3575.7634,2.7126,Do you- Have you done the- Have you been a tourist? Or have you-,1,0
DCB_se2_ag4_f_01_1,3026,DCB_se2_ag4_f_01,3785.0453,3786.4768,1.4315,that you done moved everybody out.,1,1
DCB_se2_ag4_f_01_1,3028,DCB_se2_ag4_f_01,3786.7986,3789.3445,2.5459,"And you done put bikes on every corner and all of that, and",1,1
DCB_se2_ag4_f_01_1,3029,DCB_se2_ag4_f_01,3789.6383,3794.328,4.6897,you done put these- ap- overgrown these streets with apartment buildings and condos and,1,1
DCB_se2_ag4_f_02_1,1610,DCB_se2_ag4_f_02,1645.7641,1647.773,2.0089,One thing that I've done constantly-,1,0
DCB_se2_ag4_f_02_1,1892,DCB_se2_ag4_f_02,1942.4367,1945.566,3.1293,it gave me respect because it's something else I had done an-,1,0
DCB_se2_ag4_f_02_1,1899,DCB_int_01,1948.6913,1949.2876,0.5963,Could be done?,1,0
DCB_se2_ag4_f_02_1,2039,DCB_se2_ag4_f_02,2092.0675,2093.2601,1.1926,because I had done my-,1,0
DCB_se2_ag4_f_02_1,2316,DCB_int_01,2351.6325,2352.5245,0.892,"And you were like, I'm done.",1,0
DCB_se2_ag4_f_02_1,3193,DCB_se2_ag4_f_02,3237.2245,3239.7336,2.5091,you know the building and development that's being done with,1,0
DCB_se2_ag4_f_02_1,3358,DCB_int_01,3414.999,3416.6657,1.6667,how do you f- do- have you done-,1,0
DCB_se2_ag4_f_02_1,3366,DCB_int_01,3424.011,3425.5474,1.5364,have you done those things?,1,0
DCB_se2_ag4_f_03_1,688,DCB_se2_ag4_f_03,713.6582,717.821,4.1628,"He did- He had done all the damage, but we had to do the w- work cleaning it up. ",1,0
DCB_se2_ag4_f_03_1,1273,DCB_se2_ag4_f_03,1303.5502,1304.6786,1.1284,"he get all his work done,",1,0
DCB_se2_ag4_f_03_2,1800,DCB_se2_ag4_f_03,1842.5752,1844.228,1.6528,"Cedric woulda done ,",1,0
DCB_se2_ag4_f_04_1,1975,DCB_se2_ag4_f_04,1914.5614,1915.4847,0.9233,done H Street.,1,0
DCB_se2_ag4_f_04_1,1977,DCB_se2_ag4_f_04,1916.3473,1918.1192,1.7719,Now is that something I've done by myself? No.,1,0
DCB_se2_ag4_f_04_1,5069,DCB_se2_ag4_f_04,4770.7916,4772.7827,1.9911,"I don't care what someone has done to you,",1,0
DCB_se2_ag4_f_05_1,334,DCB_se2_ag4_f_05,511.3305,516.3947,5.0642,that we saw earlier looking prim and proper. Now she done change into something else.,1,1
DCB_se2_ag4_f_05_1,1253,DCB_se2_ag4_f_05,1872.9773,1877.6733,4.696,"On Saturdays, everybody went to Grandma's to get their hair done. She was a hairdresser.",1,0
DCB_se2_ag4_f_05_1,1257,DCB_se2_ag4_f_05,1881.2516,1883.625,2.3734,my grandmother's house and get their hair done.,1,0
DCB_se2_ag4_f_05_1,1854,DCB_se2_ag4_f_05,2717.3529,2719.534,2.1811,that didn't make no difference. I was done with it.,1,0
DCB_se2_ag4_f_05_1,1893,DCB_se2_ag4_f_05,2770.2245,2772.233,2.0085,How many times I done- don't I come around your house?,1,0
DCB_se2_ag4_f_05_1,1894,DCB_se1_ag1_m_03,2772.3356,2774.8769,2.5413,"I remember that night she done beat me for some, uh, alcohol.",1,0
DCB_se2_ag4_f_05_1,1977,DCB_se2_ag4_f_05,2891.9859,2895.4877,3.5018,me and RD-NAME-3 done some stuff- we went to Disney by ourself.,1,0
DCB_se2_ag4_f_05_1,2358,DCB_se2_ag4_f_05,3444.9643,3447.0673,2.103,that they're getting their work done on time.,1,0
DCB_se2_ag4_f_05_1,2366,DCB_se2_ag4_f_05,3456.1297,3457.4353,1.3056,You need to get this done.,1,0
DCB_se2_ag4_f_05_1,2434,DCB_int_01,3555.2631,3559.5285,4.2654,"So let me ask you a couple different questions, then we'll finish up cause I know you got to go get your nails done.",1,0
DCB_se2_ag4_f_05_1,2755,DCB_se2_ag4_f_05,4020.6315,4021.5781,0.9466,"Okay, I'm done.",1,0
DCB_se2_ag4_m_01_1,180,DCB_se2_ag4_m_01,267.1582,270.4882,3.33,getting your chores done before you even go up to the recreation centers.,1,0
DCB_se2_ag4_m_01_1,251,DCB_se2_ag4_m_01,349.4022,350.3652,0.963,or how I get done?,1,0
DCB_se2_ag4_m_01_1,2117,DCB_se2_ag4_m_01,2780.5138,2784.4751,3.9613,"So when it come back to say you need this done, this that and the other, you can al- you already on top.",1,0
DCB_se2_ag4_m_01_1,2126,DCB_se2_ag4_m_01,2795.923,2797.544,1.621,It's done. You- you somewhere else.,1,0
DCB_se2_ag4_m_01_1,2128,DCB_se2_ag4_m_01,2797.9475,2801.4557,3.5082,"You sitting there, you enjoying yourself. Mi- mi- mines is done. It's already- oh- go-",1,0
DCB_se2_ag4_m_01_1,2140,DCB_se2_ag4_m_01,2813.746,2815.0627,1.3167,You done. You be .,1,0
DCB_se2_ag4_m_01_1,2156,DCB_se2_ag4_m_01,2834.7545,2835.7922,1.0377,this need to be done.,1,0
DCB_se2_ag4_m_01_1,2158,DCB_se2_ag4_m_01,2835.9479,2838.3831,2.4352,"We need to get that done, this that and the other, uh uh uh oh oh.",1,0
DCB_se2_ag4_m_01_1,2162,DCB_se2_ag4_m_01,2841.5615,2843.6752,2.1137,it's already done. Can I- can I take the rest of the day?,1,0
DCB_se2_ag4_m_01_1,2166,DCB_se2_ag4_m_01,2845.0131,2845.5511,0.538,Oh it's done.,1,0
DCB_se2_ag4_m_01_1,2176,DCB_se2_ag4_m_01,2853.5615,2854.5106,0.9491,I- I got it done.,1,0
DCB_se2_ag4_m_01_1,2182,DCB_se2_ag4_m_01,2859.2408,2859.9863,0.7455,RD-NAME-2 got it done.,1,0
DCB_se2_ag4_m_01_1,2184,DCB_se2_ag4_m_01,2860.641,2861.4448,0.8038,"Or I got it done,",1,0
DCB_se2_ag4_m_01_1,2190,DCB_se2_ag4_m_01,2863.3829,2864.7903,1.4074,RD-NAME-1 is on my crew. We got it done.,1,0
DCB_se2_ag4_m_01_1,2192,DCB_se2_ag4_m_01,2865.0039,2865.4699,0.466,It's done.,1,0
DCB_se2_ag4_m_01_1,2299,DCB_se2_ag4_m_01,3029.223,3033.1107,3.8877,"because I'm like this the thing is with my parents done, they had us in- where they couldn't afford us.",1,0
DCB_se2_ag4_m_01_1,2339,DCB_se2_ag4_m_01,3083.4172,3086.5904,3.1732,Cause I done killed- I done killed five of my years being in Lorton.,2,2
DCB_se2_ag4_m_01_1,3062,DCB_se2_ag4_m_01,3971.9842,3973.3741,1.3899,that these kids done have?,1,1
DCB_se2_ag4_m_01_1,3122,DCB_se2_ag4_m_01,4055.3147,4057.2783,1.9636,It's a lot done changed. It- it- it's a lot.,1,1
DCB_se3_ag1_f_01_1,567,DCB_se3_ag1_f_01,712.718,715.718,3,"And I have done that, I have gotten chatty, I gotten chatty today.",1,0
DCB_se3_ag1_f_01_1,1011,DCB_se3_ag1_f_01,1296.3732,1301.3109,4.9377,"every time you go to school you got all the flags of, all the schools every teacher who done went to,",1,1
DCB_se3_ag1_f_01_1,1059,DCB_se3_ag1_f_01,1361.0461,1364.2755,3.2294,"I don't like feeling like I've done did something wrong, so.",1,1
DCB_se3_ag1_f_01_1,1133,DCB_se3_ag1_f_01,1442.5051,1444.9654,2.4603,and say that they were wrong for what they done.,1,0
DCB_se3_ag1_f_01_1,1543,DCB_int_01,1995.3116,1996.3261,1.0145,Tell him we're almost done.,1,0
DCB_se3_ag1_m_01_1,1238,DCB_se3_ag1_m_01,1535.6118,1536.9706,1.3588,No male has ever done that.,1,0
DCB_se3_ag2_f_01_1,1256,DCB_se3_ag2_f_01,1420.8582,1423.3683,2.5101,and I've actu- they've actually done this to like other girls,1,0
DCB_se3_ag3_f_01_1,735,DCB_se3_ag3_f_01,1030.4114,1032.1374,1.726,has done a very good job of kind of,1,0
DCB_se3_ag3_f_01_1,1028,DCB_se3_ag3_f_01,1430.4971,1434.8471,4.35,cause that's- I was begging my mom to put me in public school and she had done some volunteer work with,1,0
DCB_se3_ag3_f_01_1,1034,DCB_se3_ag3_f_01,1446.671,1452.9371,6.2661,Because my mom had done volunteer work they had put me in these higher level math class and I'm sitting there like I have no clue what's going on.,1,0
DCB_se3_ag3_f_01_1,1566,DCB_se3_ag3_f_01,2222.1197,2227.445,5.3253,"where they were so slow that like, everyone else would be done and they'd get like the pity clap.",1,0
DCB_se3_ag3_f_01_1,1568,DCB_se3_ag3_f_01,2228.7652,2233.0491,4.2839,See I just feel like the whole set up was wrong like maybe I just shouldn't have done it because,1,0
DCB_se3_ag3_f_01_1,1604,DCB_se3_ag3_f_01,2285.7106,2291.0758,5.3652,heat that I- that I- this competition cause it was so bad and he felt so bad for me. I mean he mighta done it anyway but,1,0
DCB_se3_ag3_f_01_1,1737,DCB_se3_ag3_f_01,2480.9278,2483.268,2.3402,I guess Aruba was the only international traveling I had done,1,0
DCB_se3_ag3_f_01_1,1897,DCB_se3_ag3_f_01,2672.4032,2674.0485,1.6453,I'd done singing in the,1,0
DCB_se3_ag3_f_01_1,2268,DCB_se3_ag3_f_01,3168.0239,3173.4855,5.4616,Not that that really involved touristy things so I would say that I've- I've done a lot of touristy things.,1,0
DCB_se3_ag3_f_02_1,483,DCB_se3_ag3_f_02,555.277,557.5768,2.2998,"We did whenever, um, I was done",1,0
DCB_se3_ag3_f_02_1,880,DCB_se3_ag3_f_02,939.8723,942.2045,2.3322,"And I'm done, you know, I- I done gave you good grades.",2,1
DCB_se3_ag3_f_02_1,1704,DCB_se3_ag3_f_02,1719.5539,1720.9853,1.4314,and I done have fun doing that.,1,1
DCB_se3_ag3_f_02_1,1960,DCB_se3_ag3_f_02,1966.3498,1967.244,0.8942,"Okay, when she get done.",1,0
DCB_se3_ag3_f_02_1,1966,DCB_se3_ag3_f_02,1970.458,1972.57,2.112,It's- it- it was a done deal that I'm not,1,0
DCB_se3_ag3_f_02_1,2176,DCB_int_01,2180.3512,2187.0285,6.6773,"So let me ask you this, so this is just a random question cause you've done a lot of things, you've experienced a lot of things. Was there ever a time you felt like, oh my god this is it, I'm gonna die?",1,0
DCB_se3_ag3_f_02_1,2198,DCB_se3_ag3_f_02,2210.8884,2213.3775,2.4891,"I just didn't feel like it. It's like, you have a job to do and get it done, get out of here.",1,0
DCB_se3_ag3_m_01_1,3046,DCB_se3_ag3_m_01,3017.8366,3019.7764,1.9398,"every year. We've done it for three years now, so",1,0
DCB_se3_ag3_m_01_1,3195,DCB_se3_ag3_m_01,3169.5752,3170.6072,1.032,no you've done enough to,1,0
DCB_se3_ag3_m_01_1,3723,DCB_se3_ag3_m_01,3687.0725,3688.9004,1.8279,and just to see what God has done with me,1,0
DCB_se3_ag3_m_02_1,230,DCB_se3_ag3_m_02,294.8934,295.9619,1.0685,All the wrong he done,1,0
DCB_se3_ag3_m_02_1,447,DCB_se3_ag3_m_02,554.0688,555.25,1.1812,So any little thing he done,1,0
DCB_se3_ag3_m_02_1,772,DCB_se3_ag3_m_02,958.014,959.2719,1.2579,"my work's done, your's not.",1,0
DCB_se3_ag3_m_02_1,1549,DCB_se3_ag3_m_02,1849.3509,1851.7533,2.4024,"we used to, we haven't done that lately. Cause usually",1,0
DCB_se3_ag3_m_02_1,1561,DCB_se3_ag3_m_02,1861.6913,1862.7289,1.0376,We haven't done that in a while though.,1,0
DCB_se3_ag3_m_02_1,2380,DCB_se3_ag3_m_02,2835.2529,2837.8718,2.6189,we could have possibly done to change it because she didn't know,1,0
DCB_se3_ag3_m_02_1,2398,DCB_se3_ag3_m_02,2853.857,2855.4164,1.5594,"coulda done, we did everything we could.",1,0
DCB_se3_ag3_m_02_2,189,DCB_se3_ag3_m_02,221.3496,222.6722,1.3226,"you crazy, you done lost your mind.",1,1
DCB_se3_ag3_m_02_2,318,DCB_se3_ag3_m_02,367.5269,369.0811,1.5542,it's gonna get done cause I'm gonna do it.,1,0
DCB_se3_ag4_f_01_1,216,DCB_se3_ag4_f_01,248.0527,251.7364,3.6837,groomed and yards weren't done like they used to be when I was growing up.,1,0
DCB_se3_ag4_f_01_1,898,DCB_int_01,983.368,984.3892,1.0212,Done. ,1,0
DCB_se3_ag4_f_01_1,3459,DCB_se3_ag4_f_01,3491.9355,3493.353,1.4175,"I to- I told my husband, I'm- I'm done.",1,0
DCB_se3_ag4_f_01_1,3461,DCB_se3_ag4_f_01,3493.5768,3495.7218,2.145,I can't- I can't do that anymore. I'm- I'm done.,1,0
DCB_se3_ag4_f_01_1,3498,DCB_se3_ag4_f_01,3529.9872,3532.8455,2.8583,Giant or some other- I'm- I'm not doing that anymore. I'm done.,1,0
DCB_se3_ag4_f_01_1,3514,DCB_se3_ag4_f_01,3543.857,3544.6124,0.7554,And I had done s-,1,0
DCB_se3_ag4_f_02_1,3411,DCB_se3_ag4_f_02,3778.5094,3780.0808,1.5714,Cause I wish I had done that with my daughter.,1,0
DCB_se3_ag4_m_01_1,166,DCB_se3_ag4_m_01,184.1846,184.8458,0.6612,"you know, we're done.",1,0
DCB_se3_ag4_m_01_1,1878,DCB_se3_ag4_m_01,2092.0258,2096.0891,4.0633,It's a cycle. You would think that after sixty eight they're like oh okay we're done. No.,1,0
DCB_se3_ag4_m_02_2,67,DCB_se3_ag4_m_02,66.4905,67.3966,0.9061,what have I done?,1,0
DCB_se3_ag4_m_02_2,69,DCB_se3_ag4_m_02,68.7983,72.2315,3.4332,"Um, I said I haven't done anything. Why are they calling me to the principal's office?",1,0
DCB_se3_ag4_m_02_4,84,DCB_se3_ag4_m_02,84.2673,86.3131,2.0458,"They're- they're one and done in college,",1,0
LES_se0_ag2_f_01_2,930,LES_se0_ag2_f_01,1016.1747,1019.154,2.9793,"that's what it was. I even heard this one time I was getting my taxes done and this guy,",1,0
LES_se0_ag2_f_02_1,786,LES_se0_ag2_f_02,942.8276,943.8302,1.0026,what's done is done.,2,0
LES_se0_ag2_m_01_1,1137,LES_se0_ag2_m_01,1428.1285,1431.2573,3.1288,"I- I thought that there coulda been more done in regards to,",1,0
LES_se0_ag2_m_01_1,2105,LES_se0_ag2_m_01,2658.5718,2660.8893,2.3175, I mostly- I wish there was more that could be done,1,0
LES_se0_ag3_m_01_1,995,LES_se0_ag3_m_01,1183.094,1184.4763,1.3823,"uh, I done did it all.",1,1
LES_se0_ag3_m_01_1,1291,LES_se0_ag3_m_01,1522.1007,1526.5272,4.4265,"that's my logo. These is my hats, I abouta send out to get done. They be ready in three weeks.",1,0
LES_se0_ag3_m_01_1,1418,LES_se0_ag3_m_01,1681.8891,1683.6277,1.7386,"Nah, he's um, he done went to",1,1
LES_se0_ag3_m_02_1,1793,Misc,2152.28,2155.0887,2.8087,Can I just say something real quick about what would have done.,1,0
LES_se0_ag4_f_01_2,185,LES_se0_ag4_f_01,239.1419,245.521,6.3791,"Okay, re- ve- ve- reger- vertical patrol is done when the crime is inside, not outside and not visible to the, uh,",1,0
LES_se0_ag4_f_01_2,1498,LES_se0_ag4_f_01,1770.7852,1774.4429,3.6577,"I like being able to walk out my door and go around the corner and get my nails done,",1,0
LES_se0_ag4_f_01_2,1499,LES_se0_ag4_f_01,1775.0092,1779.2431,4.2339,"if I wanna get my hair done, wanna get colored da da da da da da.",1,0
LES_se0_ag4_f_01_2,1865,LES_se0_ag4_f_01,2202.1592,2202.9379,0.7787,If it's done right.,1,0
LES_se0_ag4_f_01_2,1866,LES_se0_ag4_f_01,2203.1244,2204.5268,1.4024,But very rarely is it done right.,1,0
LES_se0_ag4_f_01_2,1868,LES_se0_ag4_f_01,2204.8998,2206.0842,1.1844,And I seen it done right,1,0
LES_se0_ag4_f_01_2,1907,LES_se0_ag4_f_01,2248.2363,2248.9497,0.7134,If it's done right.,1,0
LES_se0_ag4_f_01_2,2286,LES_se0_ag4_f_01,2717.7829,2719.0949,1.312,I know how to get things done.,1,0
LES_se0_ag4_f_02_1,993,LES_se0_ag4_f_02,1428.0735,1432.717,4.6435,But it was something that had to be done on both sides. And I don't know if,1,0
LES_se0_ag4_m_01_1,2438,LES_se0_ag4_m_01,2319.7962,2321.4881,1.6919,"Because, what it has done for me,",1,0
LES_se0_ag4_m_02_1,200,LES_se0_ag4_m_02,215.7844,220.0075,4.2231,"My neighborhood was very unique. Uh. I wanted to, and I haven't done it yet.",1,0
LES_se0_ag4_m_02_1,756,LES_se0_ag4_m_02,886.3716,887.6348,1.2632,if she wants to get it done.,1,0
LES_se0_ag4_m_02_1,2400,LES_se0_ag4_m_02,2886.8705,2889.0306,2.1601,And RD-NAME-2's done that for a few people man. He-,1,0
PRV_se0_ag1_f_01_1,1059,PRV_se0_ag1_f_01,1210.9038,1212.854,1.9502,"just be done over again. But um,",1,0
PRV_se0_ag1_f_02_1,1373,PRV_se0_ag1_f_02,1617.3439,1619.7124,2.3685,"be done talked to my mom and I would tell her about it, and she'd be like,",1,0
PRV_se0_ag1_m_01_1,926,PRV_se0_ag1_m_01,1124.7126,1127.5243,2.8117,"anything I needed or anything that needed to be done,",1,0
PRV_se0_ag1_m_01_1,1756,PRV_se0_ag1_m_01,2195.7846,2196.736,0.9514,get everything done.,1,0
PRV_se0_ag1_m_01_1,2137,PRV_se0_ag1_m_01,2689.1763,2690.6302,1.4539,But something needs to be done.,1,0
PRV_se0_ag1_m_02_1,554,PRV_se0_ag1_m_02,484.4012,488.0091,3.6079,"left him a couple sticky notes on his door of st- you know, stuff I need done.",1,0
PRV_se0_ag1_m_02_1,807,PRV_se0_ag1_m_02,721.9905,723.781,1.7905,"I- I- This my thing, cause I- I- done-",1,0
PRV_se0_ag2_f_01_1,441,PRV_se0_ag2_f_01,442.8396,443.3768,0.5372,done.,1,0
PRV_se0_ag2_f_01_1,589,PRV_se0_ag2_f_01,608.4074,609.2001,0.7927,Something he had done.,1,0
PRV_se0_ag2_f_01_1,827,PRV_se0_ag2_f_01,868.0776,870.9686,2.891,"And he done a wonderful job with us too, but he just didn't stay with my mom.",1,0
PRV_se0_ag2_f_01_1,919,PRV_se0_ag2_f_01,962.5668,963.8771,1.3103,And that's what I done.,1,0
PRV_se0_ag2_f_02_1,301,PRV_se0_ag2_f_02,323.0482,325.1078,2.0596,but it was like twice they had done that.,1,0
PRV_se0_ag2_f_02_1,892,PRV_se0_ag2_f_02,987.7806,993.0006,5.22,"When really all the farming was done, but mainly they wanted to get that tobacco in before a certain time.",1,0
PRV_se0_ag2_f_02_1,1073,PRV_se0_ag2_f_02,1158.1329,1160.6696,2.5367,"Well like I said, any time work have to be done on the farm",1,0
PRV_se0_ag2_f_02_1,1671,PRV_se0_ag2_f_02,1784.0895,1786.9113,2.8218,I'm talking about older now. I done got older now.,1,1
PRV_se0_ag2_f_02_2,674,PRV_se0_ag2_f_02,844.712,846.8289,2.1169,They done- they moved in Princeville in eighty three.,1,0
PRV_se0_ag2_f_03_1,201,PRV_se0_ag2_f_03,254.9346,257.3723,2.4377,They rebuilt the school and s- they done good.,1,0
PRV_se0_ag2_f_03_1,299,PRV_se0_ag2_f_03,397.1189,399.2233,2.1044,And my daughter she love it done met,1,1
PRV_se0_ag2_m_01_1,1874,PRV_se0_ag2_m_01,1638.5988,1639.219,0.6202,Done worked there.,1,1
PRV_se0_ag2_m_01_1,1882,PRV_se0_ag2_m_01,1644.2211,1646.1469,1.9258,"Oh, it done changed so many time to what it is now.",1,1
PRV_se0_ag2_m_01_1,1932,misc,1677.9514,1679.2506,1.2992,all of 'em done worked at Enterprise,1,1
PRV_se0_ag2_m_01_1,1936,misc,1681.4288,1683.6856,2.2568,Pretty much everybody done worked there that stays in Princeville.,1,1
PRV_se0_ag2_m_01_1,2378,PRV_se0_ag2_m_01,2083.2899,2084.1199,0.83,Ever done seen,1,1
PRV_se0_ag2_m_01_1,3032,PRV_se0_ag2_m_01,2655.1447,2656.2433,1.0986,I got- done got a spanking,1,1
PRV_se0_ag2_m_01_1,3034,PRV_se0_ag2_m_01,2656.6882,2657.4471,0.7589,for something you done did.,1,1
PRV_se0_ag2_m_02_1,320,PRV_se0_ag2_m_02,335.7696,339.4596,3.69,And trust your neighbors and- and you sleep with your door open. We actually done that.,1,0
PRV_se0_ag2_m_02_1,552,PRV_se0_ag2_m_02,586.0871,591.8315,5.7444,some of the school- We did have one incident when I was in that- at high school where we done felt that black students was being,1,1
PRV_se0_ag2_m_02_1,2393,PRV_se0_ag2_m_02,2663.7425,2664.6271,0.8846,And you done had a-,1,1
PRV_se0_ag2_m_02_2,3,PRV_se0_ag2_m_02,1.7291,7.4985,5.7694,"You know, these people over here got very little patience for anything that they think that should be or should not be done or any time-",1,0
PRV_se0_ag2_m_02_2,11,PRV_se0_ag2_m_02,12.4348,14.1,1.6652,"you know, uh- uh- uh, done.",1,0
PRV_se0_ag2_m_02_2,299,PRV_se0_ag2_m_02,305.462,309.3536,3.8916,"You know, if you don't like the way something's being done, you just- they rally- they will rally together.",1,0
PRV_se0_ag2_m_02_2,839,PRV_se0_ag2_m_02,833.6059,837.2699,3.664,location  away from home. ECU. We done got some now at ECU.,1,1
PRV_se0_ag3_f_01_1,1083,PRV_se0_ag3_f_01,1283.6419,1287.5686,3.9267,and was begged to come back because of the tremendous job I had done.,1,0
PRV_se0_ag3_f_01_1,1091,PRV_se0_ag3_f_01,1295.0029,1298.4326,3.4297,I says I- I don't believe these people say I done an excellent job.,1,0
PRV_se0_ag3_f_01_1,1438,PRV_se0_ag3_f_01,1711.9687,1714.4585,2.4898,"I decided I had to do what had to be done, so",1,0
PRV_se0_ag3_f_01_1,1490,PRV_se0_ag3_f_01,1791.7343,1795.2303,3.496,later I was told by the police that I'd done the best thing,1,0
PRV_se0_ag3_f_02_1,1548,PRV_se0_ag3_f_02,1821.0686,1824.1757,3.1071,And really some of 'em have done beautiful.,1,0
PRV_se0_ag3_f_02_1,2034,PRV_se0_ag3_f_02,2364.5551,2367.1909,2.6358,Because there's still a lot of work need to be done.,1,0
PRV_se0_ag3_f_02_1,2228,PRV_se0_ag3_f_02,2592.5194,2595.5177,2.9983,And we're trying to take it step by step to see that it's done.,1,0
PRV_se0_ag3_f_02_1,2297,PRV_se0_ag3_f_02,2675.2408,2677.1337,1.8929,They have done a lot of cleaning up.,1,0
PRV_se0_ag3_f_02_2,1424,PRV_se0_ag3_f_02,1768.8113,1772.8436,4.0323,Until we were able to get our paperwork and everything done and we w-,1,0
PRV_se0_ag3_f_02_2,1514,PRV_se0_ag3_f_02,1905.8977,1909.419,3.5213,"and just to see now, and see what they've done to assist",1,0
PRV_se0_ag3_f_02_2,1538,PRV_se0_ag3_f_02,1931.5647,1933.9696,2.4049,"when some of the foundations were done,",1,0
PRV_se0_ag3_f_03_1,79,PRV_se0_ag3_f_03,101.9733,104.5936,2.6203,And I done to myself- my health  that I could stop.,1,0
PRV_se0_ag3_f_03_1,272,PRV_se0_ag2_f_03,300.8016,301.8714,1.0698,Everybody had done gone,1,1
PRV_se0_ag3_f_03_1,476,PRV_se0_ag2_f_03,548.9942,552.4733,3.4791,"told- and my husband went to the door. And he said, everybody done gone away from back here.",1,1
PRV_se0_ag3_f_03_1,498,PRV_se0_ag2_f_03,575.7349,578.4613,2.7264,"And his family already had done left him, so he stayed back for the-",1,1
PRV_se0_ag3_f_03_1,924,PRV_se0_ag3_f_03,1088.9947,1090.729,1.7343,"Yeah, Red Cross done very nice.",1,0
PRV_se0_ag3_f_03_1,1373,PRV_se0_ag3_f_03,1632.428,1634.4397,2.0117,"I done some cooking around, though, I'm telling you.",1,0
PRV_se0_ag3_f_03_1,1731,PRV_se0_ag3_f_03,2117.6517,2119.6777,2.026,But when she got to mayor she had done a lot.,1,0
PRV_se0_ag3_f_04_1,1670,PRV_se0_ag3_f_04,2214.7557,2219.9605,5.2048,Well at that time it was Carolina Enterprise but it done changed names.,1,1
PRV_se0_ag3_f_04_1,1932,PRV_se0_ag3_f_04,2528.9189,2530.107,1.1881,"uh, somebody done",1,0
PRV_se0_ag3_f_04_3,252,PRV_se0_ag3_f_04,337.8243,340.5649,2.7406,But I didn't ever get that done.,1,0
PRV_se0_ag3_f_04_3,1046,PRV_se0_ag3_f_04,1483.1758,1484.7615,1.5857,"And she done told me,",1,1
PRV_se0_ag3_m_01_1,697,PRV_se0_ag3_m_01,799.9513,802.7089,2.7576,"but to acknowledge that a great wrong has been done,",1,0
PRV_se0_ag3_m_01_1,699,PRV_se0_ag3_m_01,803.0876,806.1738,3.0862,and something needs to be done to correct that because,1,0
PRV_se0_ag3_m_01_1,1048,PRV_se0_ag3_m_01,1171.4327,1171.854,0.4213,done.,1,0
PRV_se0_ag3_m_01_2,973,PRV_se0_ag3_m_01,1034.879,1036.2186,1.3396,the Ink Spots had done,1,0
PRV_se0_ag3_m_01_2,1155,PRV_se0_ag3_m_01,1222.0009,1223.9226,1.9217,And already knew that he had done My Prayer.,1,0
PRV_se0_ag3_m_02_1,569,PRV_se0_ag3_m_02,728.3044,731.9661,3.6617,And anybody have seen much as I've seen feels like it done changed too much.,1,1
PRV_se0_ag3_m_02_1,592,PRV_se0_ag3_m_02,764.9982,767.4644,2.4662,"don't pay it all always but like I said, I feel like I done",1,0
